Donor_Age,Blood_Type,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),Donation_Location,Target
42.0,B+,8.0,9.0,1777,98,Hospital,0
57.0,B+,6.0,7.0,11543,48,Mobile_Bus,1
31.0,AB-,6.0,51.0,12447,52,Hospital,0
,O+,19.0,2.0,13003,34,Hospital,0
21.0,AB-,7.0,4.0,14783,97,Mobile_Bus,1
64.0,B+,14.0,58.0,14766,36,Mobile_Bus,0
52.0,B-,6.0,11.0,7537,16,Clinic,0
50.0,A-,16.0,7.0,8686,28,Clinic,1
63.0,A-,25.0,47.0,5582,68,Clinic,1
33.0,O-,6.0,31.0,1357,70,Clinic,1
51.0,AB-,13.0,13.0,12440,18,Clinic,0
50.0,O-,27.0,3.0,2092,76,Mobile_Bus,1
54.0,B+,20.0,29.0,2421,51,Clinic,0
54.0,A-,19.0,21.0,9900,77,Hospital,1
56.0,O-,1.0,56.0,3576,81,Mobile_Bus,0
58.0,AB+,21.0,1.0,7326,15,Hospital,0
29.0,AB+,26.0,,3290,76,Mobile_Bus,0
18.0,A-,25.0,28.0,8349,89,Clinic,0
41.0,A-,6.0,50.0,3383,21,Hospital,1
27.0,A-,13.0,48.0,8516,46,Mobile_Bus,1
46.0,B-,21.0,52.0,7004,87,Clinic,0
23.0,AB-,24.0,53.0,6279,23,Clinic,1
46.0,B-,29.0,12.0,11157,2,Hospital,0
25.0,B-,17.0,19.0,6894,1,Mobile_Bus,0
51.0,AB+,6.0,26.0,3677,97,Clinic,0
33.0,O+,4.0,6.0,7097,66,Hospital,0
32.0,O-,2.0,28.0,12726,65,Clinic,0
,AB-,2.0,54.0,2435,16,Hospital,0
38.0,B+,27.0,42.0,5425,11,Clinic,0
44.0,AB-,2.0,54.0,10438,96,Clinic,0
45.0,A-,29.0,,9689,53,Hospital,1
49.0,B-,22.0,11.0,7648,48,Hospital,0
43.0,AB-,26.0,25.0,9947,49,Clinic,1
29.0,AB-,16.0,22.0,6196,4,Mobile_Bus,0
22.0,A-,6.0,46.0,4616,29,Clinic,0
39.0,O+,29.0,20.0,9823,88,Hospital,0
48.0,A+,25.0,11.0,7631,41,Mobile_Bus,1
52.0,B+,12.0,36.0,7695,79,Mobile_Bus,0
22.0,AB-,14.0,6.0,4536,55,Mobile_Bus,0
64.0,O-,28.0,51.0,4233,91,Hospital,0
57.0,A+,23.0,35.0,3560,30,Clinic,1
36.0,O+,11.0,,2417,64,Clinic,1
47.0,AB+,20.0,1.0,14955,35,Clinic,1
39.0,B-,27.0,55.0,9709,86,Hospital,0
,O+,9.0,6.0,3365,64,Clinic,0
44.0,B+,24.0,59.0,12742,34,Clinic,0
34.0,AB-,18.0,,11667,16,Hospital,1
28.0,B-,29.0,23.0,5710,61,Clinic,1
33.0,A-,24.0,27.0,9533,91,Clinic,1
50.0,A-,10.0,58.0,5997,38,Mobile_Bus,0
40.0,A-,25.0,58.0,460,64,Mobile_Bus,1
39.0,O-,9.0,57.0,4068,12,Mobile_Bus,1
21.0,AB+,1.0,46.0,6116,97,Clinic,0
22.0,A+,26.0,40.0,4323,42,Clinic,1
60.0,AB+,21.0,19.0,5597,36,Mobile_Bus,0
53.0,B-,12.0,44.0,1277,89,Clinic,1
23.0,AB+,16.0,40.0,10409,51,Hospital,1
31.0,B-,5.0,43.0,8156,86,Clinic,1
31.0,O-,15.0,8.0,10425,82,Hospital,0
52.0,O+,15.0,48.0,4309,47,Clinic,0
37.0,AB-,20.0,11.0,581,15,Hospital,0
39.0,A+,24.0,6.0,4452,71,Mobile_Bus,0
54.0,B-,15.0,6.0,2269,81,Clinic,0
33.0,AB-,5.0,2.0,5530,90,Clinic,1
52.0,AB-,3.0,49.0,5090,97,Clinic,1
62.0,AB-,8.0,9.0,12867,69,Hospital,0
,O+,8.0,21.0,12952,6,Mobile_Bus,0
53.0,AB+,7.0,50.0,9763,91,Hospital,0
29.0,B+,23.0,,1626,11,Hospital,1
44.0,A+,19.0,,4185,10,Clinic,0
55.0,A-,,1.0,13647,94,Hospital,0
36.0,B+,2.0,17.0,8027,65,Mobile_Bus,0
46.0,B+,28.0,33.0,10852,84,Clinic,0
44.0,A+,6.0,22.0,11807,82,Mobile_Bus,1
53.0,O+,,6.0,14372,59,Mobile_Bus,0
46.0,O+,28.0,3.0,5185,70,Clinic,0
62.0,AB+,21.0,42.0,2451,8,Clinic,0
51.0,B-,10.0,12.0,13071,83,Clinic,0
45.0,AB+,7.0,13.0,14974,2,Mobile_Bus,1
34.0,AB+,3.0,55.0,13242,9,Clinic,1
27.0,B-,24.0,16.0,5487,51,Mobile_Bus,1
54.0,B+,8.0,17.0,11089,81,Clinic,1
61.0,B-,22.0,22.0,1436,28,Mobile_Bus,1
59.0,O-,24.0,43.0,6283,51,Hospital,1
35.0,AB+,28.0,3.0,13219,66,Hospital,0
62.0,O-,29.0,48.0,14429,69,Clinic,0
20.0,AB-,28.0,9.0,13121,3,Mobile_Bus,1
47.0,O+,21.0,23.0,1957,71,Clinic,0
,B+,18.0,55.0,1116,46,Mobile_Bus,0
47.0,A+,18.0,46.0,4225,70,Clinic,1
50.0,O-,23.0,45.0,10787,92,Mobile_Bus,0
20.0,B-,12.0,59.0,8019,67,Hospital,1
55.0,O+,21.0,15.0,10732,98,Hospital,1
43.0,A-,18.0,6.0,5730,82,Clinic,1
62.0,O+,22.0,56.0,1620,47,Hospital,0
36.0,A-,20.0,52.0,1538,96,Mobile_Bus,1
60.0,O-,13.0,22.0,9427,15,Hospital,1
55.0,AB-,4.0,24.0,8569,38,Hospital,0
46.0,A+,20.0,18.0,6786,80,Clinic,0
62.0,A-,19.0,15.0,10532,5,Hospital,0
30.0,B+,13.0,,4149,19,Clinic,1
56.0,AB-,17.0,21.0,3226,77,Hospital,0
46.0,B-,16.0,,13627,54,Hospital,1
28.0,B+,25.0,36.0,13394,71,Hospital,1
27.0,A-,3.0,,5649,2,Hospital,0
60.0,A-,2.0,51.0,7461,50,Clinic,1
64.0,B-,8.0,,10965,64,Clinic,1
38.0,O-,6.0,13.0,5070,93,Hospital,0
44.0,A-,6.0,,5898,52,Hospital,0
44.0,AB-,26.0,54.0,7909,81,Clinic,0
44.0,AB+,8.0,35.0,13324,90,Mobile_Bus,1
27.0,A+,24.0,56.0,13216,91,Hospital,1
35.0,B+,,32.0,4809,11,Mobile_Bus,1
42.0,O+,16.0,53.0,14247,91,Clinic,1
64.0,A+,14.0,21.0,1603,67,Hospital,1
51.0,B+,28.0,7.0,5496,12,Clinic,0
,B-,13.0,7.0,7638,29,Mobile_Bus,0
34.0,A+,29.0,51.0,11962,95,Hospital,1
53.0,A-,13.0,27.0,9008,71,Clinic,1
,O-,4.0,34.0,655,70,Mobile_Bus,0
46.0,AB-,1.0,43.0,14054,89,Clinic,0
21.0,AB-,18.0,35.0,6250,23,Clinic,0
23.0,AB+,25.0,56.0,3712,32,Clinic,0
56.0,A+,26.0,6.0,5434,58,Hospital,0
51.0,O-,2.0,16.0,14877,28,Hospital,1
39.0,A+,5.0,22.0,2534,61,Hospital,1
42.0,A+,17.0,1.0,2396,59,Clinic,1
39.0,A+,17.0,3.0,2085,53,Mobile_Bus,1
36.0,AB+,27.0,55.0,9388,78,Clinic,1
41.0,O+,27.0,43.0,14260,48,Mobile_Bus,1
46.0,O+,1.0,9.0,14518,36,Clinic,0
37.0,B-,20.0,46.0,6901,21,Hospital,1
51.0,AB-,7.0,35.0,13141,93,Hospital,1
37.0,B-,4.0,42.0,6238,15,Mobile_Bus,1
18.0,O+,1.0,24.0,10936,35,Hospital,0
56.0,O-,23.0,46.0,8124,48,Hospital,0
44.0,AB+,9.0,47.0,3734,67,Mobile_Bus,1
37.0,B-,6.0,36.0,4248,45,Hospital,1
51.0,O-,29.0,8.0,2987,5,Hospital,1
33.0,AB+,10.0,,1908,14,Clinic,1
19.0,B+,22.0,17.0,9691,8,Clinic,1
23.0,AB+,7.0,35.0,8622,96,Hospital,1
39.0,O+,26.0,56.0,1535,87,Hospital,0
42.0,AB+,8.0,,4503,8,Clinic,0
54.0,A+,16.0,35.0,8179,89,Hospital,1
38.0,A-,12.0,32.0,9926,18,Mobile_Bus,0
52.0,B-,20.0,9.0,10137,49,Mobile_Bus,0
54.0,O-,27.0,43.0,4696,69,Mobile_Bus,0
20.0,O+,14.0,47.0,2218,89,Hospital,1
25.0,AB-,28.0,8.0,14621,83,Hospital,1
53.0,AB-,14.0,14.0,11553,54,Mobile_Bus,0
36.0,O-,,39.0,2614,85,Hospital,1
19.0,A+,28.0,56.0,3999,63,Mobile_Bus,0
47.0,AB+,10.0,17.0,6727,6,Clinic,0
60.0,A-,21.0,45.0,8098,19,Clinic,1
59.0,AB-,,16.0,3129,5,Hospital,0
55.0,B+,17.0,41.0,12981,15,Clinic,1
,AB+,16.0,59.0,10370,82,Mobile_Bus,1
28.0,A+,15.0,4.0,6091,49,Clinic,0
30.0,B-,13.0,28.0,1786,94,Clinic,0
36.0,B+,14.0,9.0,3674,99,Clinic,0
63.0,O-,14.0,,5035,7,Mobile_Bus,0
28.0,AB+,6.0,23.0,12529,65,Mobile_Bus,0
35.0,B+,6.0,19.0,3806,16,Hospital,0
50.0,B-,11.0,30.0,4292,15,Mobile_Bus,0
29.0,A-,27.0,37.0,6989,97,Clinic,0
22.0,AB-,25.0,56.0,3156,33,Clinic,1
38.0,O-,13.0,20.0,3747,67,Hospital,0
30.0,O+,21.0,30.0,14231,97,Clinic,0
61.0,O-,10.0,27.0,4330,80,Mobile_Bus,0
28.0,A-,1.0,5.0,6127,13,Clinic,1
57.0,AB-,19.0,5.0,8305,86,Clinic,1
55.0,O-,25.0,4.0,2105,91,Clinic,1
54.0,B+,14.0,31.0,13052,86,Clinic,1
61.0,AB-,6.0,30.0,3187,46,Hospital,1
36.0,AB+,10.0,,3641,81,Mobile_Bus,1
37.0,A+,2.0,41.0,4520,82,Clinic,0
37.0,B-,14.0,47.0,12910,60,Mobile_Bus,0
22.0,A+,19.0,14.0,10620,71,Clinic,0
21.0,AB-,21.0,30.0,12486,84,Clinic,1
30.0,O+,4.0,47.0,5338,17,Mobile_Bus,0
55.0,AB+,15.0,,8187,39,Hospital,0
55.0,O+,18.0,42.0,11359,89,Hospital,1
61.0,O+,15.0,19.0,11375,14,Mobile_Bus,0
29.0,AB-,18.0,23.0,2637,48,Hospital,0
54.0,O+,12.0,18.0,13575,41,Hospital,0
37.0,O-,14.0,25.0,8440,4,Hospital,0
60.0,A-,2.0,22.0,7272,71,Hospital,0
63.0,O+,2.0,29.0,9102,74,Mobile_Bus,0
41.0,B-,11.0,,7969,90,Hospital,0
,A+,4.0,36.0,11314,66,Hospital,1
36.0,O+,19.0,30.0,4762,54,Mobile_Bus,0
39.0,A+,13.0,19.0,8880,37,Clinic,1
57.0,O+,17.0,27.0,1944,13,Clinic,1
19.0,A+,4.0,35.0,7339,44,Hospital,0
50.0,O+,,52.0,14737,30,Mobile_Bus,1
48.0,A-,25.0,11.0,6811,24,Mobile_Bus,0
54.0,O+,9.0,44.0,2837,4,Hospital,0
51.0,B+,2.0,35.0,5715,21,Mobile_Bus,1
62.0,O+,26.0,19.0,7738,67,Clinic,1
47.0,A-,26.0,57.0,2601,30,Mobile_Bus,0
62.0,O+,27.0,2.0,12591,48,Clinic,0
32.0,A-,25.0,,3209,25,Hospital,0
21.0,A+,28.0,30.0,2852,47,Clinic,1
33.0,O-,20.0,5.0,6822,12,Hospital,0
55.0,O-,18.0,,10890,45,Hospital,0
41.0,AB-,12.0,38.0,6119,39,Mobile_Bus,0
30.0,AB+,,49.0,4364,45,Clinic,1
29.0,B-,9.0,28.0,11996,87,Hospital,0
27.0,A-,7.0,4.0,7397,17,Clinic,0
43.0,AB-,10.0,55.0,14700,65,Clinic,0
23.0,AB+,12.0,31.0,4850,52,Hospital,0
26.0,A+,15.0,4.0,5162,38,Clinic,1
42.0,O-,12.0,11.0,7017,21,Clinic,1
32.0,O-,6.0,51.0,11888,60,Hospital,1
49.0,A+,26.0,34.0,4355,38,Clinic,1
36.0,B-,26.0,,4665,73,Hospital,0
27.0,AB+,17.0,43.0,3462,59,Mobile_Bus,1
49.0,B-,14.0,16.0,10311,12,Mobile_Bus,1
48.0,A+,17.0,33.0,3384,16,Hospital,1
,A-,19.0,46.0,1523,14,Mobile_Bus,0
40.0,O+,20.0,7.0,4881,41,Hospital,1
31.0,O+,8.0,14.0,14647,45,Clinic,0
41.0,AB-,16.0,56.0,566,98,Clinic,0
33.0,AB+,9.0,7.0,4449,98,Mobile_Bus,1
31.0,O+,8.0,48.0,6921,38,Mobile_Bus,0
59.0,A-,15.0,51.0,12062,89,Mobile_Bus,1
46.0,A-,7.0,30.0,9846,12,Mobile_Bus,0
45.0,O+,6.0,12.0,1028,54,Hospital,0
53.0,B+,27.0,7.0,1805,71,Hospital,1
48.0,AB+,11.0,22.0,14325,2,Hospital,0
30.0,O-,9.0,37.0,12772,96,Mobile_Bus,1
18.0,A+,26.0,23.0,5540,92,Mobile_Bus,1
44.0,O-,13.0,32.0,12601,46,Mobile_Bus,1
56.0,AB-,15.0,19.0,11448,43,Mobile_Bus,0
52.0,O+,1.0,23.0,10948,77,Hospital,1
21.0,AB-,11.0,57.0,6855,90,Hospital,1
54.0,B-,16.0,58.0,1225,3,Hospital,0
47.0,O-,4.0,4.0,621,44,Clinic,1
53.0,AB-,14.0,33.0,4649,83,Mobile_Bus,1
44.0,AB+,12.0,44.0,3159,65,Hospital,1
54.0,B+,5.0,,8644,29,Hospital,1
35.0,O-,24.0,41.0,2621,71,Mobile_Bus,0
58.0,B-,5.0,12.0,13013,79,Mobile_Bus,1
54.0,AB+,2.0,19.0,5234,82,Hospital,1
39.0,A+,18.0,12.0,3770,49,Hospital,0
60.0,O+,18.0,15.0,13346,41,Clinic,0
44.0,AB+,4.0,46.0,6144,4,Clinic,0
63.0,O+,29.0,2.0,3595,60,Mobile_Bus,1
20.0,A-,25.0,,13578,80,Mobile_Bus,1
48.0,O+,11.0,4.0,4995,10,Hospital,0
32.0,A+,10.0,34.0,2974,35,Mobile_Bus,0
49.0,AB+,2.0,58.0,12675,50,Clinic,1
26.0,AB-,23.0,55.0,4140,60,Mobile_Bus,1
28.0,B-,9.0,20.0,13442,95,Clinic,1
,AB-,15.0,50.0,14654,39,Hospital,1
27.0,AB-,1.0,33.0,14695,33,Mobile_Bus,0
37.0,AB-,26.0,33.0,2747,92,Mobile_Bus,0
41.0,O+,25.0,37.0,1981,46,Clinic,0
35.0,AB-,16.0,52.0,10544,50,Clinic,1
39.0,O-,25.0,19.0,11350,21,Hospital,1
54.0,AB-,9.0,55.0,4700,25,Hospital,1
22.0,O-,7.0,29.0,6880,76,Clinic,0
62.0,B-,21.0,48.0,3027,27,Hospital,1
51.0,B+,3.0,58.0,11224,23,Mobile_Bus,0
32.0,AB-,12.0,54.0,3719,51,Mobile_Bus,1
50.0,B-,22.0,2.0,10223,8,Mobile_Bus,1
61.0,B+,9.0,43.0,7308,72,Clinic,1
28.0,AB-,13.0,59.0,2369,76,Mobile_Bus,0
44.0,O+,8.0,2.0,13002,39,Clinic,0
54.0,AB+,9.0,43.0,6167,14,Clinic,0
52.0,B+,24.0,57.0,2059,56,Hospital,0
18.0,B-,24.0,29.0,6814,50,Clinic,0
34.0,A+,16.0,39.0,4159,97,Clinic,0
61.0,B-,19.0,10.0,5368,67,Mobile_Bus,1
48.0,A-,9.0,58.0,13519,53,Mobile_Bus,0
44.0,B-,12.0,4.0,608,88,Mobile_Bus,0
35.0,O+,22.0,41.0,12624,98,Mobile_Bus,1
33.0,AB+,22.0,27.0,6039,61,Clinic,0
51.0,AB+,5.0,26.0,5715,74,Mobile_Bus,0
37.0,B+,3.0,42.0,8865,39,Clinic,1
23.0,O-,20.0,16.0,1756,55,Hospital,1
50.0,A-,22.0,14.0,920,86,Hospital,0
18.0,O+,24.0,14.0,7203,73,Mobile_Bus,0
22.0,A+,25.0,44.0,7109,84,Mobile_Bus,1
48.0,A+,24.0,49.0,1458,40,Hospital,0
56.0,B-,22.0,16.0,11629,95,Clinic,1
20.0,O+,21.0,54.0,12145,80,Hospital,0
35.0,A-,29.0,6.0,14571,52,Hospital,1
,B+,6.0,25.0,1373,86,Mobile_Bus,1
49.0,O+,21.0,10.0,14746,19,Clinic,0
46.0,B-,8.0,15.0,4182,3,Hospital,1
64.0,AB+,13.0,57.0,12632,95,Clinic,0
54.0,AB-,22.0,1.0,11038,26,Clinic,1
35.0,AB+,26.0,36.0,6794,12,Hospital,0
28.0,O+,23.0,24.0,3252,99,Mobile_Bus,0
20.0,AB-,22.0,2.0,5627,10,Clinic,0
27.0,B-,29.0,5.0,13087,48,Clinic,0
43.0,A+,,12.0,6237,77,Hospital,1
44.0,O-,23.0,27.0,9266,99,Mobile_Bus,0
53.0,O-,2.0,23.0,4336,17,Clinic,0
38.0,B+,19.0,58.0,12979,53,Mobile_Bus,1
39.0,B-,10.0,39.0,409,43,Hospital,1
44.0,AB-,1.0,41.0,12725,69,Hospital,0
45.0,O+,13.0,21.0,3468,94,Mobile_Bus,0
45.0,B+,23.0,51.0,2564,47,Hospital,0
41.0,O+,9.0,13.0,8286,86,Clinic,0
44.0,O-,17.0,48.0,10160,89,Mobile_Bus,1
18.0,B+,7.0,12.0,10810,50,Clinic,0
25.0,AB-,17.0,48.0,9873,2,Mobile_Bus,1
58.0,A-,20.0,20.0,3954,33,Hospital,0
62.0,O+,11.0,28.0,1549,58,Clinic,0
,B+,18.0,7.0,8388,34,Clinic,0
30.0,O+,17.0,20.0,11117,79,Mobile_Bus,0
43.0,AB+,18.0,30.0,11406,10,Hospital,0
46.0,A+,2.0,16.0,7476,7,Hospital,0
49.0,A-,11.0,57.0,449,67,Clinic,1
39.0,A+,10.0,47.0,4487,38,Hospital,0
30.0,O-,23.0,46.0,8271,71,Hospital,1
31.0,B-,19.0,41.0,5654,7,Hospital,0
18.0,O-,24.0,6.0,1506,66,Hospital,0
41.0,A+,23.0,5.0,13679,25,Hospital,0
24.0,B-,25.0,42.0,6568,21,Mobile_Bus,1
40.0,A-,25.0,45.0,8089,27,Mobile_Bus,1
19.0,O+,17.0,59.0,9802,69,Mobile_Bus,0
32.0,O-,2.0,35.0,10414,6,Clinic,0
48.0,A+,23.0,47.0,13525,2,Clinic,0
32.0,A-,22.0,5.0,8989,91,Clinic,0
30.0,B-,5.0,48.0,9288,82,Clinic,1
41.0,B+,20.0,8.0,10051,58,Mobile_Bus,1
31.0,B+,8.0,57.0,4544,82,Mobile_Bus,0
53.0,B-,22.0,45.0,5169,8,Mobile_Bus,0
40.0,AB-,22.0,12.0,9128,62,Mobile_Bus,1
59.0,A+,5.0,35.0,8326,1,Hospital,0
54.0,A+,22.0,55.0,1361,69,Clinic,0
21.0,A-,,21.0,13181,59,Hospital,0
40.0,A+,14.0,23.0,11062,50,Hospital,0
33.0,O-,28.0,50.0,9821,15,Hospital,0
,B+,8.0,58.0,13945,33,Mobile_Bus,0
24.0,B-,18.0,30.0,11678,99,Hospital,1
55.0,O+,26.0,29.0,14189,56,Clinic,1
64.0,O+,6.0,20.0,5080,89,Hospital,0
19.0,A+,29.0,32.0,4582,72,Clinic,1
22.0,B-,15.0,53.0,1058,74,Mobile_Bus,1
58.0,O-,11.0,29.0,11960,43,Mobile_Bus,1
42.0,B+,9.0,20.0,11859,2,Clinic,0
50.0,O-,27.0,9.0,6735,96,Hospital,1
47.0,O+,14.0,23.0,999999,64,Hospital,1
58.0,O+,9.0,8.0,7860,56,Clinic,1
32.0,O-,8.0,8.0,6704,11,Clinic,1
54.0,AB+,27.0,54.0,9092,28,Hospital,0
,O+,11.0,57.0,9370,73,Hospital,0
30.0,O+,29.0,46.0,3529,70,Clinic,0
33.0,B+,20.0,48.0,13337,97,Clinic,0
32.0,O+,6.0,56.0,9639,16,Hospital,0
23.0,A-,22.0,31.0,14117,40,Mobile_Bus,1
29.0,O-,14.0,4.0,13247,55,Hospital,0
33.0,B+,7.0,34.0,13314,3,Mobile_Bus,1
58.0,A-,28.0,,483,89,Clinic,0
64.0,O-,,36.0,8636,86,Clinic,0
62.0,B+,27.0,53.0,5266,69,Clinic,0
52.0,B-,15.0,,7736,6,Mobile_Bus,1
50.0,A+,26.0,24.0,6557,15,Hospital,0
53.0,B-,11.0,7.0,12295,72,Clinic,0
54.0,A-,1.0,57.0,6216,76,Clinic,0
31.0,B+,16.0,37.0,6526,66,Mobile_Bus,0
54.0,O-,4.0,48.0,1104,16,Hospital,0
46.0,AB-,25.0,51.0,5578,74,Clinic,0
40.0,O+,26.0,38.0,12099,44,Mobile_Bus,0
57.0,O-,3.0,37.0,12988,94,Clinic,1
52.0,AB-,19.0,,8775,75,Clinic,0
55.0,AB+,3.0,26.0,1990,58,Hospital,0
60.0,A+,27.0,51.0,4469,39,Mobile_Bus,0
35.0,AB+,4.0,43.0,6870,26,Hospital,0
58.0,AB-,29.0,6.0,2951,50,Hospital,0
23.0,B+,14.0,45.0,1556,99,Mobile_Bus,0
39.0,O+,16.0,42.0,9768,51,Clinic,1
64.0,O-,26.0,10.0,6626,62,Hospital,0
34.0,A-,18.0,53.0,2096,98,Hospital,1
45.0,O-,24.0,31.0,12037,20,Hospital,1
24.0,A+,11.0,33.0,12894,79,Hospital,0
50.0,B-,3.0,49.0,3581,97,Hospital,1
27.0,B-,8.0,39.0,3513,60,Clinic,1
47.0,A-,16.0,24.0,8949,12,Clinic,0
45.0,B+,9.0,33.0,14008,38,Clinic,0
21.0,O-,17.0,38.0,12588,33,Clinic,1
28.0,AB+,26.0,4.0,887,70,Hospital,1
31.0,A+,2.0,32.0,674,12,Mobile_Bus,0
38.0,B+,16.0,34.0,11532,27,Mobile_Bus,0
35.0,AB+,22.0,51.0,10106,12,Hospital,1
31.0,B-,16.0,1.0,4943,97,Clinic,0
62.0,B+,7.0,15.0,11537,99,Clinic,1
37.0,O+,2.0,35.0,6459,74,Hospital,0
37.0,A-,7.0,9.0,6950,43,Hospital,0
33.0,O+,5.0,54.0,2449,11,Hospital,1
56.0,O+,9.0,44.0,3902,25,Clinic,1
41.0,A+,23.0,30.0,2903,68,Hospital,1
53.0,A-,27.0,52.0,8831,16,Hospital,0
55.0,A-,12.0,47.0,4675,89,Hospital,0
24.0,B+,5.0,27.0,10344,56,Clinic,1
34.0,B-,9.0,,4084,96,Mobile_Bus,1
25.0,AB+,25.0,47.0,12418,67,Mobile_Bus,0
18.0,AB+,5.0,,1286,75,Hospital,0
62.0,O-,1.0,51.0,10686,38,Hospital,0
25.0,AB-,13.0,33.0,2326,72,Hospital,1
21.0,O-,7.0,19.0,5525,95,Mobile_Bus,0
36.0,B+,28.0,55.0,12124,31,Hospital,0
46.0,O+,14.0,15.0,12441,59,Clinic,1
39.0,B-,19.0,7.0,999999,49,Mobile_Bus,0
21.0,O+,27.0,24.0,14878,87,Hospital,0
35.0,A-,2.0,37.0,12755,81,Hospital,0
48.0,B-,13.0,46.0,9521,59,Hospital,1
30.0,O+,3.0,51.0,12808,2,Hospital,1
39.0,AB-,27.0,5.0,6580,27,Mobile_Bus,1
25.0,B+,19.0,53.0,7935,96,Mobile_Bus,0
38.0,AB+,18.0,,9897,32,Mobile_Bus,0
54.0,A+,25.0,15.0,14894,96,Clinic,0
62.0,A-,27.0,16.0,2041,6,Clinic,1
,O+,16.0,10.0,10392,20,Hospital,1
64.0,B-,21.0,4.0,7161,50,Hospital,0
56.0,B-,27.0,50.0,1402,73,Hospital,1
20.0,A-,18.0,26.0,6077,62,Clinic,0
19.0,B-,10.0,41.0,4864,97,Clinic,1
62.0,A+,4.0,,12041,22,Clinic,0
55.0,A-,6.0,,5825,70,Mobile_Bus,1
44.0,A-,18.0,48.0,411,49,Mobile_Bus,1
58.0,AB+,29.0,54.0,9356,7,Clinic,1
38.0,B+,,3.0,1245,2,Hospital,0
58.0,O+,12.0,,9968,37,Clinic,1
55.0,A-,5.0,,11729,43,Clinic,1
24.0,O+,23.0,53.0,13045,47,Clinic,1
,A-,29.0,7.0,1838,93,Hospital,1
44.0,B-,3.0,25.0,10213,99,Mobile_Bus,1
36.0,AB-,5.0,9.0,10180,45,Hospital,0
49.0,B-,7.0,,4798,9,Clinic,0
46.0,A-,2.0,1.0,11513,56,Clinic,0
48.0,A-,,22.0,4490,56,Hospital,0
22.0,AB-,18.0,7.0,1363,97,Hospital,0
39.0,B+,29.0,56.0,14087,33,Clinic,0
18.0,AB-,26.0,26.0,13603,81,Mobile_Bus,1
51.0,B-,10.0,6.0,12671,18,Mobile_Bus,0
57.0,B+,20.0,23.0,12941,32,Hospital,1
37.0,A-,20.0,52.0,13964,39,Clinic,1
21.0,A-,11.0,31.0,7412,21,Clinic,0
32.0,B-,5.0,53.0,1078,57,Mobile_Bus,0
44.0,A+,9.0,22.0,1044,72,Mobile_Bus,1
,O+,23.0,12.0,13751,49,Hospital,0
32.0,O+,12.0,54.0,2918,55,Clinic,1
44.0,O-,23.0,54.0,6785,1,Mobile_Bus,0
56.0,AB-,28.0,12.0,7622,52,Mobile_Bus,0
30.0,A-,17.0,42.0,13970,39,Mobile_Bus,1
60.0,AB-,15.0,31.0,3284,34,Clinic,1
64.0,B+,13.0,22.0,6056,37,Mobile_Bus,1
44.0,B+,27.0,13.0,1746,74,Clinic,1
32.0,B+,25.0,50.0,10982,74,Mobile_Bus,0
45.0,O-,28.0,11.0,1544,18,Hospital,1
62.0,O-,10.0,15.0,11694,24,Clinic,1
25.0,AB-,28.0,11.0,6059,64,Clinic,1
44.0,A+,9.0,55.0,11042,98,Clinic,0
59.0,B-,29.0,42.0,6242,62,Clinic,1
33.0,O-,13.0,17.0,10892,90,Hospital,1
28.0,AB-,13.0,37.0,2945,30,Hospital,1
37.0,O+,10.0,48.0,6513,25,Clinic,1
61.0,A-,12.0,39.0,5576,8,Hospital,0
34.0,B+,12.0,25.0,1691,49,Clinic,0
21.0,AB+,19.0,35.0,11977,22,Mobile_Bus,0
30.0,B+,7.0,12.0,7459,99,Clinic,1
62.0,A+,28.0,59.0,2648,64,Clinic,0
,B-,21.0,50.0,12363,41,Clinic,1
64.0,A+,18.0,,880,8,Mobile_Bus,1
64.0,O-,25.0,9.0,12927,95,Clinic,1
35.0,A+,,39.0,3804,83,Hospital,0
54.0,AB-,29.0,46.0,2292,57,Hospital,1
64.0,B-,1.0,52.0,5254,64,Mobile_Bus,0
54.0,AB+,15.0,3.0,9536,9,Clinic,1
27.0,O-,20.0,12.0,1997,40,Mobile_Bus,0
47.0,AB-,10.0,11.0,10525,70,Mobile_Bus,0
46.0,O-,7.0,21.0,11615,47,Hospital,1
39.0,A+,27.0,29.0,3035,25,Clinic,0
34.0,B+,20.0,39.0,8180,30,Hospital,0
,AB-,8.0,27.0,13875,38,Mobile_Bus,1
52.0,A-,10.0,39.0,4293,5,Clinic,0
59.0,O+,17.0,38.0,4356,10,Mobile_Bus,0
27.0,AB-,28.0,51.0,4154,67,Clinic,1
29.0,B-,7.0,51.0,6356,34,Clinic,1
54.0,O+,20.0,30.0,4440,87,Hospital,1
47.0,A-,29.0,14.0,14195,59,Mobile_Bus,0
49.0,A+,22.0,3.0,1899,6,Hospital,0
20.0,B-,7.0,4.0,2906,84,Mobile_Bus,0
22.0,A+,29.0,16.0,6165,79,Hospital,1
,B+,18.0,52.0,7060,36,Mobile_Bus,1
51.0,A+,21.0,15.0,1848,19,Hospital,0
50.0,B-,20.0,12.0,13804,66,Clinic,0
44.0,A-,21.0,34.0,3709,44,Clinic,0
28.0,AB-,2.0,38.0,13798,25,Mobile_Bus,0
36.0,AB+,14.0,21.0,10412,46,Clinic,1
56.0,AB-,8.0,8.0,6837,66,Hospital,0
40.0,AB+,2.0,29.0,10918,93,Clinic,0
